id_evento,id_incidente,timestamp,tipo_evento,descripcion,payload_json
27,3,2026-03-21T23:21:13.105094,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 7, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
28,3,2026-03-21T23:21:13.105729,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OTRO"", ""urgencia"": ""MEDIO"", ""senal_resolucion"": ""NO""}"
29,3,2026-03-21T23:21:14.669463,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""No pude interpretar bien la nota de voz. Repitala indicando la novedad o la accion realizada."", ""senal_resolucion"": ""NO""}"
30,3,2026-03-21T23:21:14.669463,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
31,3,2026-03-21T23:21:44.465151,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OTRO"", ""urgencia"": ""MEDIO"", ""senal_resolucion"": ""NO""}"
32,3,2026-03-21T23:21:46.198156,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""No pude interpretar bien la nota de voz. Repitala indicando la novedad o la accion realizada."", ""senal_resolucion"": ""NO""}"
33,3,2026-03-21T23:21:46.199671,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
34,4,2026-03-22T09:46:56.795204,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 3, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
35,4,2026-03-22T09:46:56.796305,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OTRO"", ""urgencia"": ""MEDIO"", ""senal_resolucion"": ""NO""}"
36,4,2026-03-22T09:46:58.895491,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""No pude interpretar bien la nota de voz. Repitala indicando la novedad o la accion realizada."", ""senal_resolucion"": ""NO""}"
37,4,2026-03-22T09:46:58.896504,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
38,5,2026-03-22T11:22:07.433503,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 6, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
39,5,2026-03-22T11:22:07.434520,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OTRO"", ""urgencia"": ""MEDIO"", ""senal_resolucion"": ""NO""}"
40,5,2026-03-22T11:22:09.436260,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Tarde mas de lo esperado en interpretar la nota de voz. Si el problema ya se soluciono, pulsa el boton de confirmacion o envia una nota mas corta."", ""senal_resolucion"": ""NO""}"
41,5,2026-03-22T11:22:09.438277,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
42,6,2026-03-22T11:31:44.141831,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 7, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
43,6,2026-03-22T11:31:44.142377,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
44,6,2026-03-22T11:31:45.743698,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. El problema persiste. Por favor, verifica el suministro de vapor y la dosificación de energía térmica para la Máquina 301."", ""senal_resolucion"": ""NO""}"
45,6,2026-03-22T11:31:45.743698,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
46,6,2026-03-22T11:32:17.536616,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
47,6,2026-03-22T11:32:18.853409,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Gracias por la verificación. Si la energía térmica y el suministro de vapor están correctos, por favor, revisa otros componentes que puedan afectar la temperatura y presión de la Máquina 301."", ""senal_resolucion"": ""NO""}"
48,6,2026-03-22T11:32:18.853930,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
49,6,2026-03-22T11:32:54.409825,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
50,6,2026-03-22T11:32:55.886289,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. El sistema detecta baja presión y temperatura, lo que suele indicar una caída de suministro. Por favor, verifica si el flujo de vapor que observas se traduce en la presión y temperatura requeridas en la máquina."", ""senal_resolucion"": ""NO""}"
51,6,2026-03-22T11:32:55.891331,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
52,6,2026-03-22T11:33:29.007885,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
53,6,2026-03-22T11:33:31.000484,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. El sistema reporta baja temperatura y presión, lo que sugiere falta de vapor. Por favor, verifica si el exceso de vapor que observas es una fuga o si proviene de una fuente inesperada."", ""senal_resolucion"": ""NO""}"
54,6,2026-03-22T11:33:31.011370,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
55,6,2026-03-22T11:34:02.748840,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""MANTENIMIENTO"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
56,6,2026-03-22T11:34:04.146720,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Ajusta la válvula a su posición correcta según el procedimiento y monitorea los parámetros. Si la temperatura y presión no se recuperan, informa inmediatamente."", ""senal_resolucion"": ""NO""}"
57,6,2026-03-22T11:34:04.150629,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
58,6,2026-03-22T11:34:34.012907,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""ACCION_EJECUTADA"", ""urgencia"": ""BAJO"", ""senal_resolucion"": ""SI""}"
59,6,2026-03-22T11:34:35.457336,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Excelente. Monitorearemos los parámetros de la Máquina 301 para confirmar la estabilidad. Gracias por tu rápida acción."", ""senal_resolucion"": ""SI""}"
60,6,2026-03-22T11:34:57.413658,ficha_y_correo_enviados,La ficha de cierre fue enviada por Telegram y correo al supervisor.,"{""nota_nano_banana"": ""Aquí tienes la ficha ejecutiva de cierre de incidente, diseñada para ser clara y concisa para la gerencia y supervisores.""}"
61,6,2026-03-22T11:34:57.796559,monitoreo_reanudado,El monitoreo automatico fue reanudado tras cierre por audio.,{}
62,7,2026-03-22T11:35:56.023305,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 8, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
63,7,2026-03-22T11:35:56.023305,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
64,7,2026-03-22T11:35:57.463327,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. El problema de baja temperatura y presión en la máquina 301 persiste. Se recomienda revisar el suministro de vapor y la dosificación de energía térmica."", ""senal_resolucion"": ""NO""}"
65,7,2026-03-22T11:35:57.463840,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
66,7,2026-03-22T11:36:36.823438,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OTRO"", ""urgencia"": ""MEDIO"", ""senal_resolucion"": ""NO""}"
67,7,2026-03-22T11:36:38.303248,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""No pude interpretar bien la nota de voz. Repitala indicando la novedad o la accion realizada."", ""senal_resolucion"": ""NO""}"
68,7,2026-03-22T11:36:38.306265,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
69,7,2026-03-22T11:37:35.791839,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""MANTENIMIENTO"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
70,7,2026-03-22T11:37:37.372988,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. Si hay mucho flujo de vapor pero la temperatura y presión siguen bajas, es posible que haya una fuga o un problema en el intercambiador de calor. Revisa visualmente el sistema y la válvula de control de vapor."", ""senal_resolucion"": ""NO""}"
71,7,2026-03-22T11:37:37.374638,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
72,7,2026-03-22T11:38:10.846565,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OTRO"", ""urgencia"": ""MEDIO"", ""senal_resolucion"": ""NO""}"
73,7,2026-03-22T11:38:12.269201,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""No pude interpretar bien la nota de voz. Repitala indicando la novedad o la accion realizada."", ""senal_resolucion"": ""NO""}"
74,7,2026-03-22T11:38:12.269737,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
75,8,2026-03-24T21:38:42.989419,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 7, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
76,8,2026-03-24T21:38:42.990426,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
77,8,2026-03-24T21:38:44.432986,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. La situación de baja temperatura y presión persiste y es crítica. Por favor, verifica el suministro de vapor o la dosificación de energía térmica inmediatamente."", ""senal_resolucion"": ""NO""}"
78,8,2026-03-24T21:38:44.434500,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
79,8,2026-03-24T21:39:18.227188,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
80,8,2026-03-24T21:39:19.872891,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. Dado que la dosificación de vapor está correcta, por favor, verifica el suministro general de vapor a la Máquina 301. Si el problema persiste, procederemos con un escalamiento."", ""senal_resolucion"": ""NO""}"
81,8,2026-03-24T21:39:19.873897,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
82,8,2026-03-24T21:39:59.607232,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
83,8,2026-03-24T21:40:01.046687,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. Gracias por la aclaración. Investigaremos de inmediato el suministro de energía térmica para la Máquina 301, descartando la dosificación de vapor como causa principal."", ""senal_resolucion"": ""NO""}"
84,8,2026-03-24T21:40:01.047214,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
85,9,2026-03-24T22:07:28.684654,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 3, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
86,9,2026-03-24T22:07:28.685189,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""MANTENIMIENTO"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
87,9,2026-03-24T22:07:30.441093,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Gracias por el reporte. Para el 301, ¿la presión antes del regulador Spirax 25P también está baja, o solo después? Por favor, verifica también si las otras peletizadoras tienen presión normal."", ""senal_resolucion"": ""NO""}"
88,9,2026-03-24T22:07:30.441774,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
89,9,2026-03-24T22:08:23.120368,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
90,9,2026-03-24T22:08:24.697207,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Gracias por la verificación. Para confirmar la falla del regulador, ¿puedes indicarme la lectura del manómetro local antes del Spirax 25P?"", ""senal_resolucion"": ""NO""}"
91,9,2026-03-24T22:08:24.697867,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
92,9,2026-03-24T22:09:27.106473,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
93,9,2026-03-24T22:09:28.984964,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Gracias por la verificación. Si la presión local después del regulador es 10 PSI y la temperatura sigue baja, por favor, verifica la descarga de la trampa de vapor TD42. También reporta a mantenimiento la discrepancia del sensor de presión y la baja presión de entrada al regulador."", ""senal_resolucion"": ""NO""}"
94,9,2026-03-24T22:09:28.987487,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
95,9,2026-03-24T22:10:08.826951,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""ESCALAMIENTO"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
96,9,2026-03-24T22:10:10.253885,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. Por favor, informa a mantenimiento sobre la baja presión y temperatura en la Máquina 301. Avísame cualquier hallazgo."", ""senal_resolucion"": ""NO""}"
97,9,2026-03-24T22:10:10.254448,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
98,9,2026-03-24T22:10:18.290096,confirmacion_solucion,El operario confirmo por boton que la novedad fue solucionada.,{}
99,9,2026-03-24T22:10:42.014983,ficha_y_correo_enviados,La ficha de cierre fue enviada por Telegram y correo al supervisor.,"{""nota_nano_banana"": ""Aquí tienes la ficha ejecutiva de cierre del incidente industrial, diseñada para gerencia y supervisores.""}"
100,10,2026-03-24T22:14:59.199414,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 7, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
101,10,2026-03-24T22:14:59.201430,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""ESCALAMIENTO"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
102,10,2026-03-24T22:15:01.084843,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Entendido. Por favor, verifica los manómetros antes y después del regulador Spirax 25P de la máquina 301. Si el diferencial es mayor a 3 PSI, el regulador está fallando y deberás reportarlo a mantenimiento."", ""senal_resolucion"": ""NO""}"
103,10,2026-03-24T22:15:01.088105,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
104,11,2026-03-25T09:46:42.641312,incidente_abierto,Incidente abierto para gestion operativa.,"{""chat_id"": 7286226424, ""lectura"": 5, ""maquina"": ""301"", ""severidad"": ""ALTA""}"
105,11,2026-03-25T09:46:42.642305,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OBSERVACION_OPERATIVA"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
106,11,2026-03-25T09:46:44.468909,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Gracias por la actualización. Por favor, verifica si la presión del cabezal principal está baja o si otras peletizadoras también presentan baja presión. Esto nos ayudará a identificar el origen."", ""senal_resolucion"": ""NO""}"
107,11,2026-03-25T09:46:44.468909,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
108,11,2026-03-25T09:47:17.883477,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""ESCALAMIENTO"", ""urgencia"": ""ALTO"", ""senal_resolucion"": ""NO""}"
109,11,2026-03-25T09:47:20.483814,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""El cabezal principal es la tubería de vapor de 4 pulgadas que llega al manifold de distribución. Busca el manómetro Bourdon en esa línea para verificar la presión."", ""senal_resolucion"": ""NO""}"
110,11,2026-03-25T09:47:20.484889,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
111,11,2026-03-25T09:48:06.159401,foto_operario,Foto recibida (1280x720). Caption:,{}
112,11,2026-03-25T09:49:15.538691,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""OTRO"", ""urgencia"": ""BAJO"", ""senal_resolucion"": ""NO""}"
113,11,2026-03-25T09:49:18.094464,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""Bienvenido. El cabezal principal de vapor es la tubería de 4 pulgadas que sale de la caldera y distribuye el vapor a las peletizadoras. Pide a tu supervisor que te muestre los puntos clave de la planta."", ""senal_resolucion"": ""NO""}"
114,11,2026-03-25T09:49:18.097347,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
115,11,2026-03-25T09:50:48.883539,audio_operario,El operario envio una nota de voz para actualizar el incidente.,"{""intencion"": ""SOLICITUD_DE_FEEDBACK"", ""urgencia"": ""ALTA"", ""senal_resolucion"": ""NO""}"
116,11,2026-03-25T09:50:51.329473,respuesta_maria,Maria respondio al operario con apoyo operativo.,"{""respuesta"": ""No he recibido ninguna imagen aún. Por favor, envíamela para poder revisarla y ayudarte con el diagnóstico de la baja presión y temperatura en la Máquina 301."", ""senal_resolucion"": ""NO""}"
117,11,2026-03-25T09:50:51.333718,espera_confirmacion,El sistema queda pausado esperando confirmacion de solucion.,{}
